elapsed_s,total_sent_bytes,total_recv_bytes,delta_sent_bps,delta_recv_bps,delta_total_bps,delta_sent_gbps,delta_recv_gbps,delta_total_gbps,uploaded_bytes,uploaded_gbps_from_callback
198.278545,114540720454,1454615290185,51713267.582,97825409.404,149538676.986,0.051713268,0.097825409,0.149538677,702766757,0.000000000
198.528902,114543561385,1454618344070,90780100.637,97584907.073,188365007.710,0.090780101,0.097584907,0.188365008,702766757,0.000000000
198.779227,114546209991,1454621412317,84645531.246,98056637.080,182702168.326,0.084645531,0.098056637,0.182702168,705912485,0.100532815
199.029562,114549248685,1454624479765,97107926.065,98026821.257,195134747.321,0.097107926,0.098026821,0.195134747,706961061,0.033509475
199.279898,114551098768,1454627539957,59123225.599,97794759.474,156917985.074,0.059123226,0.097794759,0.156917985,708009637,0.033509413
199.530239,114551360653,1454630609602,8368919.557,98095011.446,106463931.002,0.008368920,0.098095011,0.106463931,708097301,0.002801432
199.780573,114552724465,1454633689143,43583689.945,98413681.736,141997371.681,0.043583690,0.098413682,0.141997372,711243029,0.100528837
200.030910,114555775393,1454636752835,97498327.921,97906226.323,195404554.244,0.097498328,0.097906226,0.195404554,712291605,0.033509282
200.281233,114558821077,1454639805519,97336200.490,97559911.618,194896112.108,0.097336200,0.097559912,0.194896112,713758539,0.046881351
200.531563,114559849772,1454642870144,32874812.899,97938624.646,130813437.544,0.032874813,0.097938625,0.130813438,713758539,0.000000000
200.781885,114559971558,1454645944207,3892140.604,98243520.785,102135661.390,0.003892141,0.098243521,0.102135661,713758539,0.000000000
201.032223,114562132150,1454649024142,69045532.576,98424761.536,167470294.112,0.069045533,0.098424762,0.167470294,716904267,0.100527293
201.282551,114565150710,1454652088230,96467295.098,97922281.255,194389576.353,0.096467295,0.097922281,0.194389576,719001419,0.067020891
201.532882,114566430304,1454655146824,40892887.080,97745643.591,138638530.672,0.040892887,0.097745644,0.138638531,719714988,0.022804027
201.783250,114566506249,1454658218079,2426669.089,98135750.498,100562419.587,0.002426669,0.098135750,0.100562420,719714988,0.000000000
202.033585,114566577758,1454661298364,2285227.888,98437304.181,100722532.069,0.002285228,0.098437304,0.100722532,719714988,0.000000000
202.283923,114566650004,1454664379951,2308751.132,98477666.220,100786417.351,0.002308751,0.098477666,0.100786417,719718598,0.000115364
202.534263,114566837021,1454667461010,5976401.989,98459750.378,104436152.367,0.005976402,0.098459750,0.104436152,719718598,0.000000000
202.784603,114566910125,1454670540058,2336149.379,98395656.510,100731805.889,0.002336149,0.098395657,0.100731806,719831728,0.003615241
203.034948,114566984908,1454673621175,2389762.916,98460066.417,100849829.333,0.002389763,0.098460066,0.100849829,719831728,0.000000000
203.285281,114568788316,1454676700970,57632216.353,98422216.029,156054432.382,0.057632216,0.098422216,0.156054432,722977456,0.100529263
203.535620,114571798422,1454679766446,96193198.352,97962643.479,194155841.831,0.096193198,0.097962643,0.194155842,725074608,0.067018158
203.785980,114574475732,1454682832973,85550664.078,97987689.608,183538353.687,0.085550664,0.097987690,0.183538354,727171760,0.067012317
204.036306,114576639562,1454685902783,69152262.912,98105816.173,167258079.085,0.069152263,0.098105816,0.167258079,729268912,0.067021349
204.286658,114578850513,1454688970469,70650970.410,98027949.427,168678919.838,0.070650970,0.098027949,0.168678920,731366064,0.067014522
204.536982,114581052063,1454692042329,70358559.966,98172490.299,168531050.265,0.070358560,0.098172490,0.168531050,733181715,0.058025750
204.787317,114581475577,1454695109473,13534281.528,98017044.026,111551325.554,0.013534282,0.098017044,0.111551326,733181715,0.000000000
205.037642,114581547365,1454698185327,2294234.404,98299577.480,100593811.884,0.002294234,0.098299577,0.100593812,733181715,0.000000000
205.287981,114581618787,1454701264920,2282410.020,98413568.930,100695978.950,0.002282410,0.098413569,0.100695979,733181715,0.000000000
205.538304,114581810760,1454704347689,6135200.266,98521173.230,104656373.496,0.006135200,0.098521173,0.104656373,733181715,0.000000000
205.788637,114581883388,1454707424996,2321010.884,98343105.155,100664116.039,0.002321011,0.098343105,0.100664116,733294845,0.003615354
206.038983,114581957419,1454710503765,2365710.759,98384149.188,100749859.948,0.002365711,0.098384149,0.100749860,733294845,0.000000000
206.289325,114582337071,1454713586864,12132266.574,98524382.705,110656649.279,0.012132267,0.098524383,0.110656649,736440573,0.100525773
206.539667,114585349453,1454716662226,96264695.626,98277305.757,194542001.382,0.096264696,0.098277306,0.194542001,737489149,0.033508648
206.789995,114588078762,1454719726169,87223351.180,97917596.097,185140947.277,0.087223351,0.097917596,0.185140947,739586301,0.067020856
207.040323,114590261946,1454722794744,69770419.259,98065836.080,167836255.338,0.069770419,0.098065836,0.167836255,742732029,0.100531500
207.290654,114592490235,1454725864544,71211107.766,98103907.805,169315015.570,0.071211108,0.098103908,0.169315016,744829181,0.067020264
207.540988,114594721786,1454728936946,71314207.600,98185483.576,169499691.176,0.071314208,0.098185484,0.169499691,746926333,0.067019187
207.791317,114596973012,1454732004444,71944468.186,98030811.776,169975279.962,0.071944468,0.098030812,0.169975280,749023485,0.067020586
208.041644,114599165987,1454735072561,70083633.494,98051636.404,168135269.898,0.070083633,0.098051636,0.168135270,750072061,0.033510649
208.291966,114600532217,1454738142349,43663110.384,98106828.499,141769938.883,0.043663110,0.098106828,0.141769939,751120637,0.033511261
208.542287,114600662633,1454741213671,4167969.047,98156476.426,102324445.473,0.004167969,0.098156476,0.102324445,751120637,0.000000000
208.792610,114600790181,1454744290911,4076263.630,98344478.108,102420741.739,0.004076264,0.098344478,0.102420742,751120637,0.000000000
209.043005,114600918963,1454747370801,4114527.671,98401116.833,102515644.504,0.004114528,0.098401117,0.102515645,751120637,0.000000000
209.293340,114601046995,1454750452304,4091531.103,98475891.728,102567422.831,0.004091531,0.098475892,0.102567423,751120637,0.000000000
209.543741,114601178137,1454753531756,4189831.923,98384852.248,102574684.171,0.004189832,0.098384852,0.102574684,751120637,0.000000000
209.794079,114601442185,1454756611546,8438104.562,98419946.561,106858051.124,0.008438105,0.098419947,0.106858051,751120637,0.000000000
210.044412,114601814977,1454759689684,11913475.965,98369393.875,110282869.841,0.011913476,0.098369394,0.110282870,751120637,0.000000000
210.294743,114602038304,1454762762338,7137012.511,98194889.290,105331901.801,0.007137013,0.098194889,0.105331902,751120637,0.000000000
210.545063,114602109799,1454765841977,2284918.686,98422612.723,100707531.409,0.002284919,0.098422613,0.100707531,751289799,0.005406272
210.795394,114602183083,1454768921841,2341987.686,98425352.912,100767340.598,0.002341988,0.098425353,0.100767341,751289799,0.000000000
211.045720,114602255528,1454772001598,2315224.883,98424046.362,100739271.245,0.002315225,0.098424046,0.100739271,751289799,0.000000000
211.296048,114602468840,1454775078577,6817023.677,98334077.300,105151100.977,0.006817024,0.098334077,0.105151101,751289799,0.000000000
211.546384,114602541225,1454778159641,2313217.808,98462003.362,100775221.170,0.002313218,0.098462003,0.100775221,751402929,0.003615312
211.796701,114602613564,1454781238918,2311907.642,98411700.846,100723608.488,0.002311908,0.098411701,0.100723608,751402929,0.000000000
212.047062,114603277864,1454784319814,21226995.767,98446735.436,119673731.203,0.021226996,0.098446735,0.119673731,755597233,0.134024497
212.297389,114604562020,1454787393034,41039363.239,98214696.574,139254059.812,0.041039363,0.098214697,0.139254060,756645809,0.033510642
212.547719,114607086346,1454790461804,80671933.756,98071172.325,178743106.081,0.080671934,0.098071172,0.178743106,757694385,0.033510194
212.798048,114610089742,1454793525118,95982193.569,97897046.313,193879239.882,0.095982194,0.097897046,0.193879240,759791537,0.067020549
213.048398,114612642340,1454796583017,81569053.204,97716101.879,179285155.083,0.081569053,0.097716102,0.179285155,760840113,0.033507568
213.298749,114614906567,1454799654472,72353663.538,98148737.579,170502401.117,0.072353664,0.098148738,0.170502401,762990458,0.068714550
213.549231,114617061667,1454802722136,68830537.392,97976410.217,166806947.609,0.068830537,0.097976410,0.166806948,765087610,0.066979769
213.799564,114619178678,1454805786129,67654110.079,97917167.035,165571277.114,0.067654110,0.097917167,0.165571277,767184762,0.067019469
214.049921,114621448494,1454808853749,72530703.817,98024085.495,170554789.312,0.072530704,0.098024085,0.170554789,769281914,0.067013322
214.300238,114622068421,1454811917039,19812510.274,97900986.082,117713496.356,0.019812510,0.097900986,0.117713496,769281914,0.000000000
214.550584,114622138785,1454814990378,2248539.628,98211081.396,100459621.024,0.002248540,0.098211081,0.100459621,769281914,0.000000000
214.800918,114622209397,1454818069338,2256565.347,98395094.917,100651660.265,0.002256565,0.098395095,0.100651660,769281914,0.000000000
215.051249,114622282245,1454821146255,2328053.629,98331152.368,100659205.997,0.002328054,0.098331152,0.100659206,769281914,0.000000000
215.301590,114622355694,1454824228571,2347161.627,98499555.308,100846716.935,0.002347162,0.098499555,0.100846717,769281914,0.000000000
215.551944,114622429695,1454827306941,2364688.661,98368760.344,100733449.005,0.002364689,0.098368760,0.100733449,769283466,0.000049594
215.802293,114622575462,1454830385359,4658033.411,98371880.438,103029913.849,0.004658033,0.098371880,0.103029914,769283466,0.000000000
216.052619,114622652639,1454833468161,2466448.334,98521215.591,100987663.925,0.002466448,0.098521216,0.100987664,769355196,0.002292371
216.302993,114622753572,1454836543989,3225034.084,98279553.128,101504587.212,0.003225034,0.098279553,0.101504587,769355196,0.000000000
216.553350,114622825625,1454839629344,2302408.299,98590578.572,100892986.871,0.002302408,0.098590579,0.100892987,769380346,0.000803652
216.803686,114625734237,1454842705577,92950705.843,98307381.214,191258087.056,0.092950706,0.098307381,0.191258087,772526074,0.100528238
217.054013,114627445371,1454845770725,54684763.388,97956614.227,152641377.616,0.054684763,0.097956614,0.152641378,773574650,0.033510602
217.304337,114627517610,1454848841660,2308658.131,98142818.381,100451476.512,0.002308658,0.098142818,0.100451477,773649931,0.002405876
217.554663,114627619403,1454851919944,3253132.315,98376756.308,101629888.623,0.003253132,0.098376756,0.101629889,773649931,0.000000000
217.805015,114627697116,1454854999187,2483312.870,98396970.541,100880283.411,0.002483313,0.098396971,0.100880283,773675081,0.000803666
218.055359,114629367696,1454858076632,53385136.216,98342982.989,151728119.204,0.053385136,0.098342983,0.151728119,776820809,0.100525038
218.305700,114632395144,1454861141188,96746631.330,97932473.001,194679104.331,0.096746631,0.097932473,0.194679104,778917961,0.067017630
218.556037,114634629495,1454864202416,71402862.414,97827262.458,169230124.872,0.071402862,0.097827262,0.169230125,779436542,0.016572225
218.806353,114634708355,1454867271136,2520340.087,98075298.401,100595638.488,0.002520340,0.098075298,0.100595638,779436542,0.000000000
219.056692,114635492954,1454870348355,25073075.937,98337297.987,123410373.924,0.025073076,0.098337298,0.123410374,779436542,0.000000000
219.307037,114637383278,1454873410994,60407132.048,97869591.927,158276723.975,0.060407132,0.097869592,0.158276724,779461692,0.000803693
219.557380,114638678548,1454876490401,41391823.430,98405946.879,139797770.309,0.041391823,0.098405947,0.139797770,782607420,0.100525310
219.807708,114641627875,1454879562102,94254828.802,98165666.909,192420495.711,0.094254829,0.098165667,0.192420496,783655996,0.033510476
220.058033,114643581512,1454882625445,62435138.157,97899580.847,160334719.004,0.062435138,0.097899581,0.160334719,785060981,0.044901091
220.308356,114643656530,1454885694399,2397484.243,98080045.545,100477529.788,0.002397484,0.098080046,0.100477530,785060981,0.000000000
220.558694,114643726803,1454888769057,2245693.768,98255949.059,100501642.827,0.002245694,0.098255949,0.100501643,785060981,0.000000000
220.809028,114646301265,1454891850527,82272995.617,98475630.172,180748625.789,0.082272996,0.098475630,0.180748626,788206709,0.100529146
221.059381,114649125023,1454894911641,90232728.284,97817400.715,188050129.000,0.090232728,0.097817401,0.188050129,790077465,0.059779704
221.309714,114649200425,1454897974272,2409655.717,97873879.981,100283535.698,0.002409656,0.097873880,0.100283536,790077465,0.000000000
221.560077,114649597639,1454901053445,12692448.823,98390906.963,111083355.785,0.012692449,0.098390907,0.111083356,793223193,0.100517584
221.810416,114652648632,1454904128971,97499586.836,98283579.904,195783166.740,0.097499587,0.098283580,0.195783167,794271769,0.033509001
222.060750,114654394301,1454907186539,55786809.654,97711515.769,153498325.423,0.055786810,0.097711516,0.153498325,794830851,0.017866733
222.311117,114654469954,1454910260551,2417348.116,98224222.675,100641570.792,0.002417348,0.098224223,0.100641571,794830851,0.000000000
222.561441,114654590646,1454913337246,3857148.006,98326881.509,102184029.515,0.003857148,0.098326882,0.102184030,794830851,0.000000000
222.811777,114654660989,1454916417071,2247951.381,98421973.235,100669924.616,0.002247951,0.098421973,0.100669925,794877084,0.001477468
223.062101,114654752506,1454919497297,2924755.155,98439709.262,101364464.417,0.002924755,0.098439709,0.101364464,794877084,0.000000000
223.312461,114654825445,1454922576848,2330692.130,98403944.100,100734636.229,0.002330692,0.098403944,0.100734636,794898042,0.000669692
223.562786,114655875351,1454925658220,33553355.326,98475834.606,132029189.932,0.033553355,0.098475835,0.132029190,798043770,0.100532552
223.813124,114658939631,1454928730301,97924394.258,98173688.774,196098083.032,0.097924394,0.098173689,0.196098083,798741638,0.022301585
224.063453,114659073256,1454931796365,4270387.481,97985267.139,102255654.620,0.004270387,0.097985267,0.102255655,798741638,0.000000000
224.313798,114659146807,1454934873420,2350383.667,98329863.808,100680247.475,0.002350384,0.098329864,0.100680247,798741638,0.000000000
224.564139,114659242302,1454937954605,3051683.351,98463804.022,101515487.373,0.003051683,0.098463804,0.101515487,798741638,0.000000000
224.814500,114659314231,1454941035963,2298407.555,98461211.844,100759619.399,0.002298408,0.098461212,0.100759619,798762596,0.000669689
225.064819,114661668513,1454944115404,75241151.127,98416708.647,173657859.773,0.075241151,0.098416709,0.173657860,801908324,0.100535193
225.315165,114664731067,1454947177328,97866136.421,97846004.313,195712140.734,0.097866136,0.097846004,0.195712141,803958015,0.065499364
225.565493,114664973670,1454950237200,7753121.548,97787576.978,105540698.526,0.007753122,0.097787577,0.105540699,803958015,0.000000000
225.815895,114665045168,1454953321264,2284264.137,98531662.297,100815926.434,0.002284264,0.098531662,0.100815926,803958015,0.000000000
226.066157,114665139141,1454956399075,3003993.126,98387016.349,101391009.475,0.003003993,0.098387016,0.101391009,803978973,0.000669955
226.316505,114665355125,1454959479072,6901873.525,98422798.680,105324672.204,0.006901874,0.098422799,0.105324672,807124701,0.100523265
226.566831,114668424950,1454962554975,98106523.637,98300766.452,196407290.089,0.098106524,0.098300766,0.196407290,808173277,0.033510753
226.817319,114670794687,1454965622150,75683851.847,97958388.753,173642240.599,0.075683852,0.097958389,0.173642241,809152290,0.031267383
227.067648,114670864111,1454968690416,2218643.296,98055251.649,100273894.945,0.002218643,0.098055252,0.100273895,809152290,0.000000000
227.317970,114670933024,1454971769043,2202383.647,98389531.133,100591914.780,0.002202384,0.098389531,0.100591915,809152290,0.000000000
227.568307,114673314176,1454974850516,76094086.452,98474130.530,174568216.982,0.076094086,0.098474131,0.174568217,812298018,0.100527517
227.818633,114675946559,1454977917106,84126803.326,98003373.298,182130176.624,0.084126803,0.098003373,0.182130177,813958948,0.053080700
228.068948,114676182339,1454980986544,7535458.330,98098321.081,105633779.410,0.007535458,0.098098321,0.105633779,813958948,0.000000000
228.319333,114676254998,1454984060110,2321513.454,98202904.281,100524417.736,0.002321513,0.098202904,0.100524418,813958948,0.000000000
228.569703,114678230634,1454987141237,63126867.673,98450269.387,161577137.060,0.063126868,0.098450269,0.161577137,817104676,0.100514445
228.820031,114680812128,1454990213809,82499667.765,98193592.231,180693259.996,0.082499668,0.098193592,0.180693260,818790208,0.053866416
229.070370,114681532813,1454993281753,23030684.773,98041240.159,121071924.932,0.023030685,0.098041240,0.121071925,818790208,0.000000000
229.320699,114681604513,1454996354444,2291385.957,98196945.703,100488331.660,0.002291386,0.098196946,0.100488332,818790208,0.000000000
229.571043,114682905167,1454999435659,41563609.121,98463093.088,140026702.209,0.041563609,0.098463093,0.140026702,821935936,0.100524666
229.821374,114685935503,1455002505715,96842538.290,98111897.734,194954436.024,0.096842538,0.098111898,0.194954436,822984512,0.033510067
230.071709,114686865185,1455005575321,29710032.760,98096010.054,127806042.814,0.029710033,0.098096010,0.127806043,823608517,0.019941452
230.322059,114686934327,1455008649359,2209452.163,98231753.623,100441205.786,0.002209452,0.098231754,0.100441206,823608517,0.000000000
230.572385,114687042018,1455011729104,3441624.246,98423499.306,101865123.552,0.003441624,0.098423499,0.101865124,823608517,0.000000000
230.822708,114687117108,1455014807959,2399778.680,98396199.046,100795977.726,0.002399779,0.098396199,0.100795978,823643059,0.001103917
231.073039,114687190196,1455017887316,2335726.721,98409265.940,100744992.661,0.002335727,0.098409266,0.100744993,823643059,0.000000000
231.323362,114687264009,1455020966874,2358961.541,98418420.670,100777382.211,0.002358962,0.098418421,0.100777382,823644608,0.000049504
231.573726,114687380349,1455024047167,3717473.752,98426236.693,102143710.446,0.003717474,0.098426237,0.102143710,823644608,0.000000000
231.824062,114687453747,1455027124380,2345585.382,98338726.245,100684311.627,0.002345585,0.098338726,0.100684312,823683885,0.001255178
232.074385,114687587788,1455030203717,4283778.404,98411660.154,102695438.558,0.004283778,0.098411660,0.102695439,823683885,0.000000000
232.324707,114687662049,1455033286288,2373290.408,98515185.434,100888475.842,0.002373290,0.098515185,0.100888476,823742381,0.001869460
232.575040,114687756840,1455036362423,3029277.947,98305407.866,101334685.813,0.003029278,0.098305408,0.101334686,823742381,0.000000000
232.825379,114687831239,1455039445990,2377550.110,98540774.195,100918324.305,0.002377550,0.098540774,0.100918324,823763339,0.000669750
233.075745,114688932439,1455042526994,35186817.670,98447807.836,133634625.506,0.035186818,0.098447808,0.133634626,826909067,0.100515944
233.326083,114691985086,1455045597933,97552950.945,98137505.458,195690456.403,0.097552951,0.098137505,0.195690456,827711831,0.025653800
233.576414,114692185539,1455048660807,6406014.232,97882368.604,104288382.835,0.006406014,0.097882369,0.104288383,827711831,0.000000000
233.826746,114692257678,1455051739738,2305385.452,98395080.826,100700466.278,0.002305385,0.098395081,0.100700466,827711831,0.000000000
234.077090,114692351235,1455054819769,2989708.678,98425509.687,101415218.365,0.002989709,0.098425510,0.101415218,827711831,0.000000000
234.327434,114692495872,1455057901034,4622031.535,98465150.679,103087182.214,0.004622032,0.098465151,0.103087182,830878517,0.101194871
234.577778,114695531541,1455060978958,97007670.502,98357968.943,195365639.444,0.097007671,0.098357969,0.195365639,830878517,0.000000000
234.828104,114697392257,1455064047832,59465371.777,98076081.114,157541452.891,0.059465372,0.098076081,0.157541453,832332949,0.046481215
235.078439,114697462283,1455067119406,2237832.374,98158794.379,100396626.752,0.002237832,0.098158794,0.100396627,832332949,0.000000000
235.328801,114697554588,1455070196566,2949496.397,98326984.800,101276481.197,0.002949496,0.098326985,0.101276481,832332949,0.000000000
235.579125,114697630034,1455073273325,2411140.786,98328594.161,100739734.948,0.002411141,0.098328594,0.100739735,832353907,0.000669786
235.829435,114697859552,1455076356334,7335483.433,98534151.764,105869635.197,0.007335483,0.098534152,0.105869635,835499635,0.100538675
236.079762,114700912144,1455079430339,97555538.427,98239860.716,195795399.142,0.097555538,0.098239861,0.195795399,836548211,0.033510668
236.330125,114703032387,1455082490205,67749301.034,97773596.119,165522897.153,0.067749301,0.097773596,0.165522897,837308454,0.024292466
236.580461,114703102681,1455085562420,2246386.861,98178840.455,100425227.316,0.002246387,0.098178840,0.100425227,837308454,0.000000000
236.830794,114703174632,1455088641694,2299368.120,98405643.658,100705011.778,0.002299368,0.098405644,0.100705012,837308454,0.000000000
237.081121,114703245311,1455091719011,2258774.472,98345549.323,100604323.794,0.002258774,0.098345549,0.100604324,837310008,0.000049663
237.331458,114703350929,1455094799938,3375236.590,98457247.278,101832483.869,0.003375237,0.098457247,0.101832484,837310008,0.000000000
237.581795,114703424006,1455097878856,2335315.882,98392737.868,100728053.750,0.002335316,0.098392738,0.100728054,837340423,0.000971970
237.832121,114703517801,1455100958747,2997530.106,98428125.111,101425655.217,0.002997530,0.098428125,0.101425655,837340423,0.000000000
238.082463,114703592802,1455104038143,2396747.277,98405807.624,100802554.901,0.002396747,0.098405808,0.100802555,837361381,0.000669738
238.332799,114705072930,1455107120736,47300506.334,98510540.792,145811047.126,0.047300506,0.098510541,0.145811047,840507109,0.100528148
238.583126,114707282590,1455110186698,70616763.725,97982637.214,168599400.939,0.070616764,0.097982637,0.168599401,840507109,0.000000000
238.833463,114707358077,1455113255187,2412332.908,98059493.607,100471826.515,0.002412333,0.098059494,0.100471827,840747529,0.007683086
239.083795,114707454334,1455116335432,3076140.411,98437164.277,101513304.688,0.003076140,0.098437164,0.101513305,840747529,0.000000000
239.334146,114707525141,1455119413761,2262647.225,98368417.953,100631065.178,0.002262647,0.098368418,0.100631065,840768487,0.000669716
239.584491,114708369505,1455122496833,26982484.054,98522605.271,125505089.324,0.026982484,0.098522605,0.125505089,843914215,0.100524840
239.834824,114711427660,1455125568320,97730677.189,98156733.222,195887410.411,0.097730677,0.098156733,0.195887410,844962791,0.033509761
240.085161,114712693767,1455128629860,40460831.979,97837272.471,138298104.449,0.040460832,0.097837272,0.138298104,845497497,0.017087537
240.335479,114713662381,1455131700059,30956344.711,98121789.046,129078133.758,0.030956345,0.098121789,0.129078134,845497497,0.000000000
240.585818,114714984226,1455134767542,42241698.415,98026388.706,140268087.121,0.042241698,0.098026389,0.140268087,845497497,0.000000000
240.836156,114716638238,1455137834125,52856794.336,97997926.825,150854721.161,0.052856794,0.097997927,0.150854721,845518455,0.000669749
241.086484,114718083180,1455140912216,46177731.890,98370218.966,144547950.856,0.046177732,0.098370219,0.144547951,848664183,0.100531775
241.336804,114721111932,1455143973882,96796110.768,97848011.746,194644122.514,0.096796111,0.097848012,0.194644123,849712759,0.033511518
241.587127,114723857804,1455147039867,87754301.147,97984673.357,185738974.504,0.087754301,0.097984673,0.185738975,850233945,0.016656389
241.837437,114724007344,1455150105325,4779360.799,97973316.823,102752677.622,0.004779361,0.097973317,0.102752678,850233945,0.000000000
242.087755,114724169441,1455153183859,5180523.285,98388107.556,103568630.841,0.005180523,0.098388108,0.103568631,850233945,0.000000000
242.338071,114725161107,1455156255641,31693147.529,98172610.640,129865758.169,0.031693148,0.098172611,0.129865758,850233945,0.000000000
242.588399,114727827452,1455159314928,85211475.000,97769177.552,182980652.552,0.085211475,0.097769178,0.182980653,853409014,0.101469357
242.838752,114730876366,1455162392253,97427583.999,98335453.190,195763037.189,0.097427584,0.098335453,0.195763037,853409014,0.000000000
243.089072,114732119866,1455165451647,39741044.986,97775242.930,137516287.916,0.039741045,0.097775243,0.137516288,854225342,0.026089045
243.339405,114732193123,1455168525746,2341109.154,98240459.069,100581568.223,0.002341109,0.098240459,0.100581568,854225342,0.000000000
243.589744,114732299171,1455171606133,3388942.979,98438970.058,101827913.037,0.003388943,0.098438970,0.101827913,854225342,0.000000000
243.840081,114732373728,1455174685132,2382607.347,98395129.063,100777736.409,0.002382607,0.098395129,0.100777736,854254683,0.000937646
244.090419,114734370144,1455177765317,63799064.344,98432852.175,162231916.519,0.063799064,0.098432852,0.162231917,857400411,0.100527397
244.340752,114737411972,1455180830227,97209256.678,97946899.985,195156156.663,0.097209257,0.097946900,0.195156157,859091804,0.054052713
244.591096,114737653434,1455183893659,7716150.157,97894912.273,105611062.430,0.007716150,0.097894912,0.105611062,859091804,0.000000000
244.841428,114737724946,1455186971570,2285348.810,98362515.965,100647864.776,0.002285349,0.098362516,0.100647865,859091804,0.000000000
245.091760,114737827748,1455190051779,3285303.193,98436027.159,101721330.353,0.003285303,0.098436027,0.101721330,859091804,0.000000000
245.342086,114737996276,1455193131387,5385874.995,98419157.185,103805032.180,0.005385875,0.098419157,0.103805032,862266873,0.101469932
245.592447,114741062924,1455196211423,97991085.579,98418883.179,196409968.757,0.097991086,0.098418883,0.196409969,862266873,0.000000000
245.842782,114742849269,1455199277533,57086722.360,97984527.230,155071249.589,0.057086722,0.097984527,0.155071250,863705923,0.045988120
246.093149,114742921977,1455202346868,2323245.067,98074729.034,100397974.102,0.002323245,0.098074729,0.100397974,863705923,0.000000000
246.343498,114743163990,1455205429439,7733597.779,98504478.025,106238075.804,0.007733598,0.098504478,0.106238076,866851651,0.100522679
246.593830,114746215226,1455208504706,97510186.793,98278159.935,195788346.728,0.097510187,0.098278160,0.195788347,866851651,0.000000000
246.844155,114748821709,1455211571723,83299103.522,98017046.950,181316150.472,0.083299104,0.098017047,0.181316150,869434594,0.082546802
247.094471,114749408463,1455214639388,18752431.154,98041388.240,116793819.394,0.018752431,0.098041388,0.116793819,869434594,0.000000000
247.344817,114749477483,1455217714279,2205584.991,98260409.144,100465994.135,0.002205585,0.098260409,0.100465994,869434594,0.000000000
247.595160,114750833981,1455220791918,43348512.125,98349626.397,141698138.523,0.043348512,0.098349626,0.141698139,872580322,0.100525492
247.845491,114753881004,1455223862493,97375892.894,98128561.000,195504453.894,0.097375893,0.098128561,0.195504454,874677474,0.067020186
248.095833,114755485134,1455226930539,51262071.217,98043420.764,149305491.982,0.051262071,0.098043421,0.149305492,874962099,0.009095564
248.346163,114755557566,1455230002134,2314762.754,98161222.965,100475985.719,0.002314763,0.098161223,0.100475986,874962099,0.000000000
248.596486,114755630857,1455233080468,2342291.100,98379805.591,100722096.691,0.002342291,0.098379806,0.100722097,874962099,0.000000000
248.846802,114755707522,1455236158589,2450185.083,98375610.221,100825795.304,0.002450185,0.098375610,0.100825795,874963653,0.000049665
249.097152,114755839403,1455239237466,4214284.938,98386158.485,102600443.423,0.004214285,0.098386158,0.102600443,874963653,0.000000000
249.347480,114755914508,1455242318609,2400213.694,98467500.470,100867714.165,0.002400214,0.098467500,0.100867714,875018479,0.001752135
249.597800,114756014183,1455245396034,3185524.249,98351762.850,101537287.099,0.003185524,0.098351763,0.101537287,875018479,0.000000000
249.848135,114756088756,1455248476459,2383140.637,98441607.525,100824748.162,0.002383141,0.098441608,0.100824748,875043629,0.000803722
250.098464,114756420070,1455251556898,10588113.238,98444487.570,109032600.808,0.010588113,0.098444488,0.109032601,878189357,0.100530990
250.348789,114759447297,1455254632757,96745375.830,98299577.453,195044953.283,0.096745376,0.098299577,0.195044953,878876945,0.021974222
250.599152,114760325271,1455257694374,28054485.293,97829877.764,125884363.057,0.028054485,0.097829878,0.125884363,878876945,0.000000000
250.849488,114760396824,1455260771055,2286620.486,98321549.116,100608169.602,0.002286620,0.098321549,0.100608170,878876945,0.000000000
251.099814,114760491021,1455263849076,3010376.013,98368319.444,101378695.457,0.003010376,0.098368319,0.101378695,878876945,0.000000000
251.350151,114760563706,1455266928602,2322790.412,98412237.262,100735027.673,0.002322790,0.098412237,0.100735028,878897903,0.000669754
251.600511,114762955218,1455270008732,76418253.987,98422318.873,174840572.859,0.076418254,0.098422319,0.174840573,882043631,0.100518434
251.850852,114765485960,1455273079821,80873378.687,98140918.228,179014296.915,0.080873379,0.098140918,0.179014297,884140783,0.067017407
252.101166,114766412504,1455276148733,29612314.075,98082320.982,127694635.056,0.029612314,0.098082321,0.127694635,884140783,0.000000000
252.351520,114766486338,1455279220750,2359346.571,98165516.891,100524863.462,0.002359347,0.098165517,0.100524863,884269288,0.004106344
252.601844,114766582281,1455282299045,3066200.536,98377888.740,101444089.277,0.003066201,0.098377889,0.101444089,884269288,0.000000000
252.852183,114766655941,1455285378686,2353924.472,98414910.611,100768835.083,0.002353924,0.098414911,0.100768835,884290246,0.000669747
253.102552,114767673135,1455288459125,32502247.942,98428807.237,130931055.179,0.032502248,0.098428807,0.130931055,887435974,0.100514977
253.352892,114770710000,1455291533066,97047675.368,98232495.771,195280171.139,0.097047675,0.098232496,0.195280171,888484550,0.033508853
253.603251,114772423469,1455294594807,54752499.921,97835428.515,152587928.436,0.054752500,0.097835429,0.152587928,889533126,0.033506388
253.853579,114772496186,1455297670784,2323892.710,98302192.433,100626085.143,0.002323893,0.098302192,0.100626085,889588223,0.001760792
254.103910,114773743078,1455300747475,39847683.340,98323678.958,138171362.298,0.039847683,0.098323679,0.138171362,892733951,0.100529936
