elapsed_s,total_sent_bytes,total_recv_bytes,delta_sent_bps,delta_recv_bps,delta_total_bps,delta_sent_gbps,delta_recv_gbps,delta_total_gbps,uploaded_bytes,uploaded_gbps_from_callback
852.924880,117477846886,1462651685524,2297436.320,98410657.908,100708094.227,0.002297436,0.098410658,0.100708094,3002662389,0.000000000
853.175211,117477917970,1462654765101,2271674.215,98415897.590,100687571.805,0.002271674,0.098415898,0.100687572,3002662389,0.000000000
853.425542,117477988524,1462657845986,2254743.108,98457978.582,100712721.690,0.002254743,0.098457979,0.100712722,3002662389,0.000000000
853.675865,117478238806,1462660922909,7998702.347,98334643.403,106333345.750,0.007998702,0.098334643,0.106333346,3002662389,0.000000000
853.926196,117479483276,1462663995501,39770300.920,98192731.399,137963032.319,0.039770301,0.098192731,0.137963032,3002662389,0.000000000
854.176526,117479813010,1462667072063,10537570.609,98320128.676,108857699.285,0.010537571,0.098320129,0.108857699,3002662389,0.000000000
854.426885,117480777420,1462670142733,30816886.919,98120602.395,128937489.314,0.030816887,0.098120602,0.128937489,3002662389,0.000000000
854.677214,117480878140,1462673224981,3218811.666,98502539.911,101721351.577,0.003218812,0.098502540,0.101721352,3002662389,0.000000000
854.927562,117481983694,1462676296086,35328490.398,98138583.466,133467073.865,0.035328490,0.098138583,0.133467074,3002662389,0.000000000
855.177927,117484826158,1462679356953,90826288.486,97804999.170,188631287.656,0.090826288,0.097804999,0.188631288,3002662389,0.000000000
855.428271,117487121342,1462682418569,73345044.430,97837193.684,171182238.115,0.073345044,0.097837194,0.171182238,3002662389,0.000000000
855.678593,117487369628,1462685494911,7934935.454,98316357.761,106251293.215,0.007934935,0.098316358,0.106251293,3002662389,0.000000000
855.928922,117487615918,1462688571186,7870912.686,98311307.491,106182220.177,0.007870913,0.098311307,0.106182220,3002662389,0.000000000
856.179253,117487709412,1462691652804,2987848.408,98481265.478,101469113.886,0.002987848,0.098481265,0.101469114,3002662389,0.000000000
856.429565,117487785104,1462694732121,2419125.976,98415364.135,100834490.111,0.002419126,0.098415364,0.100834490,3002662389,0.000000000
856.679898,117487859793,1462697807939,2386870.722,98295330.370,100682201.092,0.002386871,0.098295330,0.100682201,3002662389,0.000000000
856.930235,117487935484,1462700892987,2418854.393,98588760.994,101007615.387,0.002418854,0.098588761,0.101007615,3002662389,0.000000000
857.180643,117488023560,1462703971827,2813834.274,98362158.993,101175993.267,0.002813834,0.098362159,0.101175993,3003710965,0.033499694
857.430999,117488131190,1462707051597,3439257.558,98412359.480,101851617.038,0.003439258,0.098412359,0.101851617,3003710965,0.000000000
857.681352,117488264260,1462710127517,4252247.681,98290927.245,102543174.926,0.004252248,0.098290927,0.102543175,3003710965,0.000000000
857.931661,117488396364,1462713208561,4222107.094,98471641.512,102693748.606,0.004222107,0.098471642,0.102693749,3003710965,0.000000000
858.182012,117488527834,1462716288969,4201134.281,98434682.036,102635816.317,0.004201134,0.098434682,0.102635816,3003710965,0.000000000
858.432336,117488655984,1462719370601,4095500.750,98484792.559,102580293.309,0.004095501,0.098484793,0.102580293,3003710965,0.000000000
858.682670,117488872102,1462722447231,6906551.775,98320845.033,105227396.808,0.006906552,0.098320845,0.105227397,3003710965,0.000000000
858.932987,117489273090,1462725526055,12815349.323,98397470.910,111212820.233,0.012815349,0.098397471,0.111212820,3004759541,0.033511895
859.183298,117489910896,1462728599839,20384403.796,98238734.407,118623138.203,0.020384404,0.098238734,0.118623138,3005808117,0.033512693
859.433623,117490833680,1462731671317,29490801.507,98159859.763,127650661.270,0.029490802,0.098159860,0.127650661,3006856693,0.033510926
859.683978,117492284816,1462734745233,46370511.257,98225842.705,144596353.962,0.046370511,0.098225843,0.144596354,3007905269,0.033506856
859.934308,117494488096,1462737812547,70412111.211,98024787.810,168436899.021,0.070412111,0.098024788,0.168436899,3010002421,0.067020488
860.184631,117497131813,1462740877489,84489577.645,97951352.239,182440929.883,0.084489578,0.097951352,0.182440930,3010547124,0.017407963
860.434978,117497202791,1462743939231,2268151.335,97840094.192,100108245.527,0.002268151,0.097840094,0.100108246,3010547124,0.000000000
860.685322,117497277285,1462747018640,2380531.075,98405627.533,100786158.608,0.002380531,0.098405628,0.100786159,3010547124,0.000000000
860.935680,117497386872,1462750095553,3501762.906,98320236.972,101821999.879,0.003501763,0.098320237,0.101822000,3010547124,0.000000000
861.186011,117497456292,1462753177381,2218502.295,98488079.660,100706581.955,0.002218502,0.098488080,0.100706582,3010580656,0.001071605
861.436331,117500343804,1462756256534,92282426.018,98407109.277,190689535.295,0.092282426,0.098407109,0.190689535,3013726384,0.100534790
861.686687,117503399575,1462759314636,97645589.145,97720075.050,195365664.195,0.097645589,0.097720075,0.195365664,3016872112,0.100520119
861.937017,117505246970,1462762383558,59038625.649,98075905.318,157114530.967,0.059038626,0.098075905,0.157114531,3017804559,0.029798927
862.187366,117505315228,1462765448810,2181219.193,97951690.559,100132909.752,0.002181219,0.097951691,0.100132910,3017804559,0.000000000
862.437709,117505391945,1462768528499,2451578.023,98414925.890,100866503.913,0.002451578,0.098414926,0.100866504,3017804559,0.000000000
862.688039,117505553645,1462771607058,5167567.979,98383815.142,103551383.121,0.005167568,0.098383815,0.103551383,3017804559,0.000000000
862.938368,117505629179,1462774685899,2413918.197,98393707.684,100807625.881,0.002413918,0.098393708,0.100807626,3017887464,0.002649481
863.188688,117505791222,1462777768439,5178748.031,98515196.310,103693944.341,0.005178748,0.098515196,0.103693944,3017887464,0.000000000
863.439025,117505867190,1462780844526,2427696.299,98301982.743,100729679.042,0.002427696,0.098301983,0.100729679,3017970878,0.002665647
863.689345,117505941096,1462783925379,2361970.001,98461320.647,100823290.648,0.002361970,0.098461321,0.100823291,3017970878,0.000000000
863.939669,117506012265,1462787005693,2274461.590,98442522.408,100716983.998,0.002274462,0.098442522,0.100716984,3017972319,0.000046052
864.190014,117506082355,1462790085954,2239785.906,98432375.152,100672161.058,0.002239786,0.098432375,0.100672161,3017972319,0.000000000
864.440337,117506153234,1462793166141,2265204.446,98438935.164,100704139.610,0.002265204,0.098438935,0.100704140,3017972690,0.000011857
864.690671,117506229454,1462796246608,2435785.956,98443430.277,100879216.233,0.002435786,0.098443430,0.100879216,3017972690,0.000000000
864.941004,117506302147,1462799322301,2323081.173,98291231.630,100614312.803,0.002323081,0.098291232,0.100614313,3017976085,0.000108495
865.191340,117506393454,1462802405784,2917901.558,98538993.187,101456894.745,0.002917902,0.098538993,0.101456895,3017976085,0.000000000
865.441657,117506464765,1462805484315,2279058.844,98388093.034,100667151.879,0.002279059,0.098388093,0.100667152,3017997043,0.000669806
865.691998,117509073819,1462808560724,83376099.721,98311105.698,181687205.419,0.083376100,0.098311106,0.181687205,3021142771,0.100526295
865.942335,117510775351,1462811627058,54375697.933,97990546.958,152366244.891,0.054375698,0.097990547,0.152366245,3021971963,0.026498411
866.192646,117510848910,1462814696366,2350968.314,98096029.761,100446998.075,0.002350968,0.098096030,0.100446998,3021971963,0.000000000
866.442944,117510940799,1462817771391,2936944.507,98283557.144,101220501.651,0.002936945,0.098283557,0.101220502,3021971963,0.000000000
866.693253,117511016288,1462820853144,2412667.005,98494400.266,100907067.271,0.002412667,0.098494400,0.100907067,3021992921,0.000669828
866.943562,117511409396,1462823932504,12563910.070,98417742.996,110981653.066,0.012563910,0.098417743,0.110981653,3024848833,0.091276244
867.193898,117514155862,1462827005973,87768945.980,98218996.570,185987942.550,0.087768946,0.098218997,0.185987943,3024848833,0.000000000
867.444230,117514228082,1462830072827,2307976.475,98009234.070,100317210.545,0.002307976,0.098009234,0.100317211,3024848833,0.000000000
867.694554,117514319183,1462833151703,2911464.646,98396709.411,101308174.058,0.002911465,0.098396709,0.101308174,3024848833,0.000000000
867.944875,117514389961,1462836230894,2261984.066,98407428.575,100669412.641,0.002261984,0.098407429,0.100669413,3024869791,0.000669794
868.195203,117514974691,1462839309397,18686894.370,98383288.663,117070183.033,0.018686894,0.098383289,0.117070183,3028015519,0.100531676
868.445535,117518031671,1462842386131,97693364.523,98324652.501,196018017.024,0.097693365,0.098324653,0.196018017,3029064095,0.033509842
868.695876,117520116888,1462845447667,66636073.184,97835734.580,164471807.764,0.066636073,0.097835735,0.164471808,3030112671,0.033508737
868.946208,117520192923,1462848516283,2429893.354,98065491.224,100495384.578,0.002429893,0.098065491,0.100495385,3030122765,0.000322580
869.196519,117520461707,1462851596382,8590418.185,98440898.499,107031316.685,0.008590418,0.098440898,0.107031317,3033268493,0.100538421
869.446851,117523499140,1462854672900,97068879.417,98317939.776,195386819.193,0.097068879,0.098317940,0.195386819,3033268493,0.000000000
869.697183,117524990339,1462857733704,47655142.398,97815952.447,145471094.845,0.047655142,0.097815952,0.145471095,3034317069,0.033509973
869.947500,117525062927,1462860807386,2319871.054,98233122.551,100552993.605,0.002319871,0.098233123,0.100552994,3034493880,0.005650779
870.197820,117526312489,1462863882381,39934812.648,98273914.554,138208727.201,0.039934813,0.098273915,0.138208727,3037639608,0.100534474
870.448166,117529342677,1462866958574,96832305.688,98302435.667,195134741.355,0.096832306,0.098302436,0.195134741,3038688184,0.033508162
870.698530,117529807622,1462870018308,14856562.315,97768830.376,112625392.691,0.014856562,0.097768830,0.112625393,3038688184,0.000000000
870.948840,117529879448,1462873096730,2295587.363,98387584.464,100683171.827,0.002295587,0.098387584,0.100683172,3038815346,0.004064148
871.199176,117530795711,1462876175709,29281098.279,98395206.069,127676304.349,0.029281098,0.098395206,0.127676304,3039602276,0.025147992
871.449504,117530867262,1462879249226,2286630.624,98223618.036,100510248.660,0.002286631,0.098223618,0.100510249,3039602276,0.000000000
871.699830,117531767738,1462882330606,28777735.762,98475849.909,127253585.671,0.028777736,0.098475850,0.127253586,3040394402,0.025315048
871.950181,117531836626,1462885404565,2201319.219,98228501.710,100429820.929,0.002201319,0.098228502,0.100429821,3040394402,0.000000000
872.200542,117531904779,1462888482787,2177755.067,98361239.550,100538994.617,0.002177755,0.098361240,0.100538995,3040394402,0.000000000
872.450876,117531979077,1462891565097,2374367.625,98502477.511,100876845.136,0.002374368,0.098502478,0.100876845,3040395956,0.000049662
872.701197,117532958347,1462894642235,31296346.831,98341803.684,129638150.515,0.031296347,0.098341804,0.129638151,3041263817,0.027735843
872.951516,117533163908,1462897715260,6569580.279,98211647.327,104781227.606,0.006569580,0.098211647,0.104781228,3041263817,0.000000000
873.201843,117533368379,1462900791171,6534537.841,98300770.399,104835308.240,0.006534538,0.098300770,0.104835308,3041263817,0.000000000
873.452174,117533588749,1462903869282,7042505.526,98369168.789,105411674.315,0.007042506,0.098369169,0.105411674,3041267221,0.000108784
873.702499,117533843384,1462906947019,8137743.472,98359747.016,106497490.488,0.008137743,0.098359747,0.106497490,3041267221,0.000000000
873.952823,117534193180,1462910022839,11178966.843,98298693.510,109477660.353,0.011178967,0.098298694,0.109477660,3041434809,0.005355867
874.203158,117536930857,1462913085001,87488629.406,97858277.803,185346907.209,0.087488629,0.097858278,0.185346907,3041434809,0.000000000
874.453481,117539771627,1462916143891,90787107.015,97757922.597,188545029.612,0.090787107,0.097757923,0.188545030,3044580537,0.100533146
874.703803,117542813862,1462919212745,97226429.640,98077143.122,195303572.762,0.097226430,0.098077143,0.195303573,3044580537,0.000000000
874.954154,117545885459,1462922276343,98153166.614,97897557.828,196050724.441,0.098153167,0.097897558,0.196050724,3046677689,0.067014686
875.204476,117548540599,1462925340796,84855378.387,97936575.421,182791953.808,0.084855378,0.097936575,0.182791954,3050871993,0.134045381
875.454811,117550885382,1462928407424,74932662.417,98000796.101,172933458.518,0.074932662,0.098000796,0.172933459,3051920569,0.033509536
875.705166,117553125255,1462931476038,71574304.779,98056413.773,169630718.552,0.071574305,0.098056414,0.169630719,3054017721,0.067013709
875.955493,117555468011,1462934543950,74870192.308,98044850.349,172915042.657,0.074870192,0.098044850,0.172915043,3057163449,0.100531707
876.205821,117557941905,1462937610668,79060743.059,98006221.702,177066964.760,0.079060743,0.098006222,0.177066965,3060309177,0.100531225
876.456154,117559975760,1462940678542,64996986.799,98041682.361,163038669.160,0.064996987,0.098041682,0.163038669,3062406329,0.067019803
876.706479,117560877774,1462943744460,28826963.031,97981965.738,126808928.769,0.028826963,0.097981966,0.126808929,3062406329,0.000000000
876.956797,117561524632,1462946810390,20673091.689,97984800.379,118657892.068,0.020673092,0.097984800,0.118657892,3063454905,0.033511695
877.207129,117562192070,1462949887852,21329752.800,98348466.389,119678219.189,0.021329753,0.098348466,0.119678219,3063454905,0.000000000
877.457452,117562877990,1462952959916,21921131.575,98179261.651,120100393.226,0.021921132,0.098179262,0.120100393,3064503481,0.033511156
877.707769,117563580186,1462956036066,22441768.532,98311933.234,120753701.766,0.022441769,0.098311933,0.120753702,3064503481,0.000000000
877.958092,117564298282,1462959112336,22949401.636,98313534.362,121262935.998,0.022949402,0.098313534,0.121262936,3065552057,0.033511107
878.208428,117565122316,1462962187601,26333674.368,98276317.608,124609991.976,0.026333674,0.098276318,0.124609992,3066600633,0.033509368
878.458815,117566116568,1462965259060,31766886.573,98134768.316,129901654.889,0.031766887,0.098134768,0.129901655,3066600633,0.000000000
878.709151,117567019356,1462968334634,28850461.521,98286341.138,127136802.659,0.028850462,0.098286341,0.127136803,3067649209,0.033509419
878.959479,117567966614,1462971408438,30272531.778,98232824.922,128505356.700,0.030272532,0.098232825,0.128505357,3068697785,0.033510459
879.209818,117568901606,1462974481100,29879325.640,98192357.238,128071682.878,0.029879326,0.098192357,0.128071683,3068697785,0.000000000
879.460174,117569701232,1462977558570,25551608.895,98338860.699,123890469.594,0.025551609,0.098338861,0.123890470,3068697785,0.000000000
879.710522,117570567676,1462980632278,27687664.669,98221923.626,125909588.296,0.027687665,0.098221924,0.125909588,3068697785,0.000000000
879.960821,117571160384,1462983707414,18943981.646,98286711.065,117230692.710,0.018943982,0.098286711,0.117230693,3068697785,0.000000000
880.211141,117573629785,1462986764635,78919950.202,97706176.144,176626126.347,0.078919950,0.097706176,0.176626126,3068854246,0.005000360
880.461459,117576021877,1462989826450,76449583.317,97853460.880,174303044.197,0.076449583,0.097853461,0.174303044,3068854246,0.000000000
880.711758,117576292908,1462992906655,8662622.356,98448711.376,107111333.732,0.008662622,0.098448711,0.107111334,3068854246,0.000000000
880.962063,117578787502,1462995969045,79729766.071,97877104.779,177606870.849,0.079729766,0.097877105,0.177606871,3069021834,0.005356283
881.212525,117581632732,1462999026678,90879664.118,97664041.232,188543705.350,0.090879664,0.097664041,0.188543705,3069021834,0.000000000
881.462876,117582568534,1463002097947,29903647.461,98142711.208,128046358.669,0.029903647,0.098142711,0.128046359,3069021834,0.000000000
881.713266,117584422512,1463005172814,59234784.774,98242311.912,157477096.686,0.059234785,0.098242312,0.157477097,3075313290,0.201012656
881.963610,117587478842,1463008228274,97668360.150,97640558.351,195308918.500,0.097668360,0.097640558,0.195308919,3076361866,0.033508390
882.213956,117590535194,1463011286788,97668140.906,97737229.323,195405370.229,0.097668141,0.097737229,0.195405370,3076361866,0.000000000
882.464285,117592608635,1463014358590,66262843.841,98168376.258,164431220.100,0.066262844,0.098168376,0.164431220,3078459018,0.067020598
882.714613,117594515076,1463017423142,60926075.118,97937006.891,158863082.009,0.060926075,0.097937007,0.158863082,3078459018,0.000000000
882.964943,117597043180,1463020490540,80792897.577,98027601.887,178820499.464,0.080792898,0.098027602,0.178820499,3081604746,0.100530864
883.215570,117600105406,1463023554076,97745972.107,97787787.186,195533759.293,0.097745972,0.097787787,0.195533759,3083701898,0.066940899
883.465896,117603146788,1463026621958,97197374.429,98044269.171,195241643.600,0.097197374,0.098044269,0.195241644,3085799050,0.067021396
883.716220,117605452519,1463029691430,73687898.088,98095979.071,171783877.159,0.073687898,0.098095979,0.171783877,3087896202,0.067022009
883.966545,117608493225,1463032750828,97176481.025,97773849.789,194950330.814,0.097176481,0.097773850,0.194950331,3088944778,0.033510943
884.216874,117611496588,1463035814353,95980987.899,97903635.343,193884623.243,0.095980988,0.097903635,0.193884623,3092090506,0.100530665
884.467244,117614280109,1463038883975,88941210.134,98082929.977,187024140.111,0.088941210,0.098082930,0.187024140,3093139082,0.033504909
884.717563,117616359345,1463041944733,66450852.943,97819573.994,164270426.937,0.066450853,0.097819574,0.164270427,3094187658,0.033511718
884.967889,117617055797,1463045015459,22257449.900,98135305.954,120392755.854,0.022257450,0.098135306,0.120392756,3095236234,0.033510748
885.218380,117617959529,1463048090824,28862691.954,98218623.046,127081315.000,0.028862692,0.098218623,0.127081315,3095425604,0.006047952
885.468693,117618943703,1463051165512,31454153.931,98266881.306,129721035.238,0.031454154,0.098266881,0.129721035,3096474180,0.033512439
885.719046,117619947593,1463054235984,32079229.169,98116700.978,130195930.147,0.032079229,0.098116701,0.130195930,3097522756,0.033507167
885.969424,117620861173,1463057313276,29190438.303,98324725.001,127515163.304,0.029190438,0.098324725,0.127515163,3098571332,0.033503791
886.219755,117621798388,1463060383822,29951222.303,98127543.666,128078765.968,0.029951222,0.098127544,0.128078766,3099619908,0.033510062
886.470093,117622691012,1463063458214,28525426.385,98247798.262,126773224.647,0.028525426,0.098247798,0.126773225,3099619908,0.000000000
886.720418,117623604112,1463066530646,29181164.105,98189839.440,127371003.544,0.029181164,0.098189839,0.127371004,3100668484,0.033510753
886.970743,117624495258,1463069602027,28479651.414,98156598.626,126636250.039,0.028479651,0.098156599,0.126636250,3100668484,0.000000000
887.221077,117625411838,1463072676253,29291464.095,98244103.624,127535567.720,0.029291464,0.098244104,0.127535568,3100668484,0.000000000
887.471409,117626206177,1463075748582,25385192.313,98184355.185,123569547.498,0.025385192,0.098184355,0.123569547,3100668484,0.000000000
887.721746,117626278202,1463078825603,2301690.508,98331829.632,100633520.140,0.002301691,0.098331830,0.100633520,3100668484,0.000000000
887.972071,117626352000,1463081903949,2358469.160,98379144.478,100737613.638,0.002358469,0.098379144,0.100737614,3100668484,0.000000000
888.222388,117626425975,1463084982604,2364203.939,98392271.416,100756475.355,0.002364204,0.098392271,0.100756475,3100668484,0.000000000
888.472736,117626675108,1463088064325,7961175.540,98478009.126,106439184.666,0.007961176,0.098478009,0.106439185,3100668484,0.000000000
888.723067,117626746431,1463091142676,2279321.606,98377128.642,100656450.249,0.002279322,0.098377129,0.100656450,3100836072,0.005355733
888.973413,117626822293,1463094217073,2424224.093,98244539.817,100668763.910,0.002424224,0.098244540,0.100668764,3100836072,0.000000000
889.223740,117627768251,1463097301273,30231189.909,98565724.817,128796914.726,0.030231190,0.098565725,0.128796915,3107127528,0.201064108
889.474075,117628803967,1463100375361,33098528.062,98239080.918,131337608.980,0.033098528,0.098239081,0.131337609,3108176104,0.033509497
889.724398,117630019553,1463103448558,38848558.886,98215407.732,137063966.619,0.038848559,0.098215408,0.137063967,3108176104,0.000000000
889.974722,117631851423,1463106517618,58543927.025,98082737.680,156626664.705,0.058543927,0.098082738,0.156626665,3110273256,0.067021958
890.225044,117634377377,1463109582501,80726534.788,97950075.148,178676609.936,0.080726535,0.097950075,0.178676610,3112370408,0.067022525
890.475367,117637430785,1463112643713,97583119.912,97832526.041,195415645.953,0.097583120,0.097832526,0.195415646,3114467560,0.067022368
890.725698,117640470999,1463115704649,97158119.321,97820345.910,194978465.231,0.097158119,0.097820346,0.194978465,3117613288,0.100530100
890.976032,117643352174,1463118772493,92074608.952,98040048.462,190114657.414,0.092074609,0.098040048,0.190114657,3118661864,0.033509671
891.226365,117645631209,1463121838708,72832150.689,97988417.433,170820568.122,0.072832151,0.097988417,0.170820568,3121807592,0.100529450
891.476719,117647869995,1463124908735,71539759.842,98101825.850,169641585.692,0.071539760,0.098101826,0.169641586,3122856168,0.033506943
891.727058,117649350892,1463127976968,47324520.592,98050476.021,145374996.613,0.047324521,0.098050476,0.145374997,3123904744,0.033508986
891.977381,117650054168,1463131044113,22475794.353,98022000.283,120497794.636,0.022475794,0.098022000,0.120497795,3123904744,0.000000000
892.227693,117651030406,1463134117904,31200705.228,98238797.223,129439502.451,0.031200705,0.098238797,0.129439502,3125169905,0.040434725
892.478027,117652029156,1463137190930,31917298.228,98205444.108,130122742.336,0.031917298,0.098205444,0.130122742,3126218481,0.033509600
892.728375,117653036078,1463140266460,32176814.009,98280459.450,130457273.460,0.032176814,0.098280459,0.130457273,3127267057,0.033507893
892.978693,117654089810,1463143334377,33676521.326,98048433.830,131724955.156,0.033676521,0.098048434,0.131724955,3128315633,0.033511739
893.229056,117655279520,1463146407481,38015605.427,98196963.211,136212568.638,0.038015605,0.098196963,0.136212569,3129364209,0.033505856
893.479497,117656464756,1463149476741,37860652.379,98043078.274,135903730.653,0.037860652,0.098043078,0.135903731,3130412785,0.033495246
893.729825,117657519822,1463152549367,33717946.751,98195411.333,131913358.084,0.033717947,0.098195411,0.131913358,3130412785,0.000000000
893.980255,117658632674,1463155618657,35550132.136,98048675.891,133598808.027,0.035550132,0.098048676,0.133598808,3130412785,0.000000000
894.230592,117659199615,1463158688281,18117629.141,98095408.929,116213038.069,0.018117629,0.098095409,0.116213038,3130412785,0.000000000
894.480983,117659271537,1463161764624,2297918.549,98289614.325,100587532.874,0.002297919,0.098289614,0.100587533,3130412785,0.000000000
894.731304,117659339489,1463164842334,2171675.846,98360437.782,100532113.628,0.002171676,0.098360438,0.100532114,3130412785,0.000000000
894.981628,117659690721,1463167922763,11224831.988,98445750.884,109670582.872,0.011224832,0.098445751,0.109670583,3130681829,0.008598231
895.231993,117659764624,1463170999254,2361453.416,98304401.482,100665854.898,0.002361453,0.098304401,0.100665855,3130681829,0.000000000
895.482334,117660049068,1463174077637,9089795.521,98373922.477,107463717.998,0.009089796,0.098373922,0.107463718,3130954731,0.008720955
895.732775,117660235042,1463177156459,5940698.683,98348983.195,104289681.878,0.005940699,0.098348983,0.104289682,3130954731,0.000000000
895.983113,117660314552,1463180236259,2540881.628,98420415.529,100961297.157,0.002540882,0.098420416,0.100961297,3130954731,0.000000000
896.233463,117660416698,1463183317034,3264107.003,98447117.369,101711224.371,0.003264107,0.098447117,0.101711224,3130956284,0.000049627
896.483782,117660735488,1463186394426,10188276.743,98351018.990,108539295.733,0.010188277,0.098351019,0.108539296,3131262103,0.009773734
896.734106,117663459827,1463189456198,87065823.325,97849680.239,184915503.564,0.087065823,0.097849680,0.184915504,3131262103,0.000000000
896.984436,117666306862,1463192512620,90985314.540,97676887.372,188662201.912,0.090985315,0.097676887,0.188662202,3131262103,0.000000000
897.235013,117666782000,1463195608212,15169372.383,98830629.827,114000002.210,0.015169372,0.098830630,0.114000002,3131267290,0.000165601
897.486664,117666947056,1463198687482,5247139.618,97890168.247,103137307.864,0.005247140,0.097890168,0.103137308,3131267290,0.000000000
897.736994,117667021592,1463201763776,2382004.990,98311522.748,100693527.739,0.002382005,0.098311523,0.100693528,3131334340,0.002142769
897.987303,117667090694,1463204846480,2208538.222,98524928.536,100733466.759,0.002208538,0.098524929,0.100733467,3131334340,0.000000000
898.237620,117667186601,1463207925192,3065141.949,98394166.210,101459308.158,0.003065142,0.098394166,0.101459308,3133431492,0.067023977
898.488251,117668495193,1463211008257,41769446.407,98409525.878,140178972.286,0.041769446,0.098409526,0.140178972,3134480068,0.033469897
898.738567,117669820499,1463214078227,42356320.028,98115176.265,140471496.293,0.042356320,0.098115176,0.140471496,3135528644,0.033512125
898.988900,117671174663,1463217148087,43275636.183,98104915.278,141380551.461,0.043275636,0.098104915,0.141380551,3136577220,0.033509821
899.239235,117672557643,1463220219759,44196123.408,98161936.383,142358059.791,0.044196123,0.098161936,0.142358060,3138674372,0.067019038
899.489567,117673892301,1463223290267,42652263.314,98125599.011,140777862.325,0.042652263,0.098125599,0.140777862,3139722948,0.033509813
899.739945,117675118551,1463226361191,39180771.528,98121240.874,137302012.402,0.039180772,0.098121241,0.137302012,3140771524,0.033503785
899.990279,117676381449,1463229431641,40358829.837,98123339.393,138482169.230,0.040358830,0.098123339,0.138482169,3141820100,0.033509674
900.240637,117677730393,1463232502229,43104499.084,98118348.600,141222847.684,0.043104499,0.098118349,0.141222848,3142868676,0.033506464
900.490972,117679112103,1463235570366,44155655.450,98049229.031,142204884.481,0.044155655,0.098049229,0.142204884,3143917252,0.033509608
900.741315,117680531677,1463238642678,45364144.729,98179317.331,143543462.060,0.045364145,0.098179317,0.143543462,3144965828,0.033508470
900.991643,117681936055,1463241713052,44881057.482,98122892.828,143003950.310,0.044881057,0.098122893,0.143003950,3146014404,0.033510351
901.241967,117684063594,1463244779904,67993318.221,98012513.036,166005831.257,0.067993318,0.098012513,0.166005831,3147494148,0.047290651
901.492299,117687117312,1463247833219,97589299.726,97576420.839,195165720.565,0.097589300,0.097576421,0.195165721,3147494148,0.000000000
901.742620,117687960737,1463250897558,26954971.381,97933035.003,124888006.384,0.026954971,0.097933035,0.124888006,3147494148,0.000000000
901.992968,117688059751,1463253977455,3164041.945,98419650.694,101583692.639,0.003164042,0.098419651,0.101583693,3147494148,0.000000000
902.243325,117688135036,1463257055568,2405689.227,98359344.956,100765034.184,0.002405689,0.098359345,0.100765034,3147494148,0.000000000
902.493661,117688275227,1463260138972,4480089.040,98536457.159,103016546.199,0.004480089,0.098536457,0.103016546,3147494148,0.000000000
902.743991,117688346009,1463263216158,2262033.022,98339921.844,100601954.866,0.002262033,0.098339922,0.100601955,3147561198,0.002142767
902.994322,117688419992,1463266296582,2364328.192,98443335.735,100807663.927,0.002364328,0.098443336,0.100807664,3147561198,0.000000000
903.244664,117689907334,1463269377048,47529971.860,98440346.803,145970318.663,0.047529972,0.098440347,0.145970319,3150706926,0.100525880
903.495010,117691470432,1463272448892,49949985.040,98163110.595,148113095.635,0.049949985,0.098163111,0.148113096,3151755502,0.033508043
903.745355,117693090962,1463275517168,51785541.732,98049610.216,149835151.949,0.051785542,0.098049610,0.149835152,3153852654,0.067016441
903.995707,117694772854,1463278589413,53744837.301,98173549.594,151918386.894,0.053744837,0.098173550,0.151918387,3154901230,0.033507233
904.246033,117696510378,1463281654893,55528235.910,97967393.036,153495628.946,0.055528236,0.097967393,0.153495629,3156998382,0.067021319
904.496365,117698312894,1463284722745,57604016.168,98041069.376,155645085.544,0.057604016,0.098041069,0.155645086,3158046958,0.033509932
904.746684,117700374122,1463287791819,65875292.882,98085291.208,163960584.089,0.065875293,0.098085291,0.163960584,3160144110,0.067023397
904.997002,117702515480,1463290857135,68436339.279,97965405.958,166401745.237,0.068436339,0.097965406,0.166401745,3161708482,0.049996261
905.247358,117703765578,1463293918971,39946296.415,97839536.123,137785832.538,0.039946296,0.097839536,0.137785833,3161708482,0.000000000
905.497708,117703837784,1463296994462,2307364.182,98278228.624,100585592.806,0.002307364,0.098278229,0.100585593,3161708482,0.000000000
905.748028,117703909886,1463300073555,2304314.864,98405034.090,100709348.954,0.002304315,0.098405034,0.100709349,3161708482,0.000000000
905.998354,117704049561,1463303155252,4463784.849,98486002.338,102949787.187,0.004463785,0.098486002,0.102949787,3161708482,0.000000000
906.248684,117704122886,1463306232139,2343307.397,98330611.193,100673918.590,0.002343307,0.098330611,0.100673919,3161775532,0.002142772
906.499063,117704194514,1463309312807,2288621.826,98431954.331,100720576.157,0.002288622,0.098431954,0.100720576,3161775532,0.000000000
906.749392,117704920346,1463312391024,23196086.444,98373435.760,121569522.204,0.023196086,0.098373436,0.121569522,3164921260,0.100530947
906.999757,117707194966,1463315467052,72681863.452,98289581.147,170971444.599,0.072681863,0.098289581,0.170971445,3165969836,0.033505578
907.250081,117709506764,1463318530623,73881553.515,97907076.996,171788630.511,0.073881554,0.097907077,0.171788631,3168066988,0.067021793
907.500416,117711897508,1463321594015,76401644.029,97897635.675,174299279.704,0.076401644,0.097897636,0.174299280,3170164140,0.067019246
907.750761,117714155190,1463324660428,72146333.054,97990086.106,170136419.161,0.072146333,0.097990086,0.170136419,3172261292,0.067016447
